5.274725275	24.81074481	-0.976800977	-38.87667888	-18.16849817	-19.73137973	-11.13553114	29.89010989
2.148962149	-18.55921856	4.884004884	11.13553114	8.791208791	11.13553114	15.43345543	10.74481074
30.28083028	32.23443223	34.96947497	32.23443223	34.18803419	37.7045177	37.31379731	36.53235653
22.46642247	23.24786325	22.07570208	20.9035409	20.12210012	15.43345543	10.74481074	12.6984127
3.711843712	-2.148962149	1.758241758	-37.31379731	-22.07570208	-22.46642247	-4.493284493	42.002442
15.43345543	14.26129426	21.29426129	24.02930403	27.15506716	29.10866911	20.9035409	9.963369963
9.572649573	11.91697192	7.228327228	9.572649573	11.52625153	15.04273504	13.08913309	11.52625153
30.67155067	38.0952381	29.89010989	29.89010989	29.10866911	22.85714286	23.63858364	26.76434676
-14.65201465	9.963369963	-2.93040293	-2.148962149	-0.976800977	-2.53968254	10.74481074	22.07570208
7.228327228	-5.274725275	-0.586080586	2.53968254	2.53968254	10.74481074	17.38705739	13.87057387
31.45299145	23.24786325	25.2014652	27.15506716	25.59218559	25.59218559	23.63858364	22.07570208
46.69108669	53.72405372	40.83028083	35.75091575	43.56532357	26.76434676	6.446886447	22.85714286
16.996337	-17.38705739	-17.77777778	-9.572649573	-9.181929182	3.321123321	20.12210012	27.54578755
-28.32722833	12.6984127	4.493284493	6.837606838	10.35409035	4.493284493	6.837606838	10.74481074
32.23443223	34.18803419	33.40659341	31.06227106	28.32722833	27.54578755	25.2014652	20.51282051
49.03540904	52.16117216	41.61172161	34.96947497	40.83028083	25.98290598	5.665445665	22.46642247
2.53968254	6.056166056	7.228327228	6.837606838	9.572649573	14.65201465	18.55921856	12.6984127
24.81074481	23.24786325	29.10866911	27.54578755	21.29426129	21.29426129	23.24786325	12.6984127
